title,author,year,day_in_year,pubdate,genre,country,in_links,article_length,page_url
The Plumed Serpent,D. H. Lawrence,1926,28,1926,Political fiction,United Kingdom,79,9661,https://en.wikipedia.org/wiki/The_Plumed_Serpent
Prodigals of Monte Carlo,E. Phillips Oppenheim,1926,28,1926,Romance,United Kingdom,5,745,https://en.wikipedia.org/wiki/Prodigals_of_Monte_Carlo
The River Flows,F. L. Lucas,1926,301,October 1926,Novel,,12,2445,https://en.wikipedia.org/wiki/The_River_Flows_(novel)
The Stolen March,Dornford Yates,2024,1,1926|[1],Novel,,40,1712,https://en.wikipedia.org/wiki/The_Stolen_March
The Stooping Venus,Bruce Marshall,1926,28,1926,Novel,Scotland,39,1547,https://en.wikipedia.org/wiki/The_Stooping_Venus
The Terrible People,Edgar Wallace,1926,28,1926,Crime,United Kingdom,230,2991,https://en.wikipedia.org/wiki/The_Terrible_People_(novel)
These Old Shades,Georgette Heyer,1926,28,1926,"Georgian; ,; Romance",United Kingdom,61,2376,https://en.wikipedia.org/wiki/These_Old_Shades
The Two Sisters,H. E. Bates,1926,28,1926,,United Kingdom,27,1356,https://en.wikipedia.org/wiki/The_Two_Sisters_(novel)
The Verdict of You All,Henry Wade,1926,28,1926,Detective,United Kingdom,7,727,https://en.wikipedia.org/wiki/The_Verdict_of_You_All
The Wychford Poisoning Case,Anthony Berkeley,1926,28,1926,"Crime novel; ,; Detective novel",United Kingdom,2,1571,https://en.wikipedia.org/wiki/The_Wychford_Poisoning_Case
The Yellow Snake,Edgar Wallace,1926,28,1926,Crime,United Kingdom,226,2971,https://en.wikipedia.org/wiki/The_Yellow_Snake
Benighted,J. B. Priestley,1927,301,October 1927,"Drama, Thriller",United Kingdom,59,2584,https://en.wikipedia.org/wiki/Benighted_(novel)
Big Foot,Edgar Wallace,1927,28,1927,crime novel,United Kingdom,227,2955,https://en.wikipedia.org/wiki/The_Big_Foot
The Big Four,Agatha Christie,1927,27,27 January 1927,Crime novel,United Kingdom,233,8707,https://en.wikipedia.org/wiki/The_Big_Four_(novel)
Blind Corner,Dornford Yates,2024,1,1927|[1],Novel,,42,1745,https://en.wikipedia.org/wiki/Blind_Corner_(novel)
Cicely Disappears,Anthony Berkeley,1927,28,1927,Mystery,United Kingdom,4,703,https://en.wikipedia.org/wiki/Cicely_Disappears
Doctor Dolittle's Garden,Hugh Lofting,1927,28,1927,Children's novel,United Kingdom,30,1292,https://en.wikipedia.org/wiki/Doctor_Dolittle%27s_Garden
Doomsday,Warwick Deeping,1927,28,1927,"Romance; ,; Novel",United Kingdom,9,589,https://en.wikipedia.org/wiki/Doomsday_(novel)
Dusty Answer,Rosamond Lehmann,1927,28,1927,Bildungsroman; [1],United Kingdom,19,969,https://en.wikipedia.org/wiki/Dusty_Answer
The Ellerby Case,John Rhode,1927,28,1927,Detective,United Kingdom,8,871,https://en.wikipedia.org/wiki/The_Ellerby_Case
The Forger,Edgar Wallace,1927,28,1927,Crime,United Kingdom,229,3019,https://en.wikipedia.org/wiki/The_Forger_(Wallace_novel)
Gerfalcon,Leslie Barringer,1927,28,1927,Historical; Fantasy novel,United Kingdom,15,861,https://en.wikipedia.org/wiki/Gerfalcon_(novel)
The House of Dr. Edwardes,Francis Beeding; (pseudonym for; Hilary A. Saunders; and; John Palmer; ),1927,28,1927,Psychological Thriller,United Kingdom,11,616,https://en.wikipedia.org/wiki/The_House_of_Dr._Edwardes
Inspector French and the Starvel Tragedy,Freeman Wills Crofts,1927,28,1927 |Collins,Crime fiction,United Kingdom,16,785,https://en.wikipedia.org/wiki/Inspector_French_and_the_Starvel_Tragedy
The Kink,Lynn Brock,1927,28,1927,Mystery thriller,United Kingdom,6,777,https://en.wikipedia.org/wiki/The_Kink_(novel)
Kitty,Warwick Deeping,1927,28,1927,,United Kingdom,6,597,https://en.wikipedia.org/wiki/Kitty_(novel)
Lucia in London,E. F. Benson,1927,28,1927,Comic novel,United Kingdom,20,1184,https://en.wikipedia.org/wiki/Lucia_in_London
The Marvellous Land of Snergs,E. A. Wyke-Smith,1927,271,September 1927,"Children's novel; ,; Fantasy literature",United States,13,1263,https://en.wikipedia.org/wiki/The_Marvellous_Land_of_Snergs
The Midnight Folk,John Masefield,1927,28,1927,Children's fantasy novel,United Kingdom,24,1484,https://en.wikipedia.org/wiki/The_Midnight_Folk
Miss Brown of X.Y.O.,E. Phillips Oppenheim,1927,28,1927,Thriller,United Kingdom,5,723,https://en.wikipedia.org/wiki/Miss_Brown_of_X.Y.O.
Mr. Weston's Good Wine,T. F. Powys,1927,28,1927,,United Kingdom,12,1935,https://en.wikipedia.org/wiki/Mr._Weston%27s_Good_Wine
The Monster of Grammont,George Goodchild,1927,28,1927,Thriller,United Kingdom,5,660,https://en.wikipedia.org/wiki/The_Monster_of_Grammont
No Other Tiger,A.E.W. Mason,1927,28,1927,Mystery,United Kingdom,33,1059,https://en.wikipedia.org/wiki/No_Other_Tiger
The Nuptials of Corbal,Rafael Sabatini,1927,28,1927,Historical; Adventure,United Kingdom,6,636,https://en.wikipedia.org/wiki/The_Nuptials_of_Corbal
Patrol,Philip MacDonald,1927,28,1927,Military fiction,United Kingdom,13,787,https://en.wikipedia.org/wiki/Patrol_(novel)
Portrait of Clare,Francis Brett Young,1927,28,1927,Drama,,9,634,https://en.wikipedia.org/wiki/Portrait_of_Clare_(novel)
Red Sky at Morning,Margaret Kennedy,1927,28,1927,Drama,United Kingdom,5,807,https://en.wikipedia.org/wiki/Red_Sky_at_Morning_(Kennedy_novel)
Rogues and Vagabonds,Compton Mackenzie,1927,28,1927,Historical,United Kingdom,49,1012,https://en.wikipedia.org/wiki/Rogues_and_Vagabonds
Sir Percy Hits Back,Baroness Orczy,1927,28,1927 |Hodder & Stoughton,"Adventure; ,; Historical novel",United Kingdom,37,1328,https://en.wikipedia.org/wiki/Sir_Percy_Hits_Back
The Small Bachelor,P. G. Wodehouse,1927,1,28 April 1927 (UK)|17 June 1927 (US),Comic novel,United Kingdom,198,3410,https://en.wikipedia.org/wiki/The_Small_Bachelor
The Squeaker,Edgar Wallace,1927,28,1927,Crime,United Kingdom,231,3084,https://en.wikipedia.org/wiki/The_Squeaker_(novel)
Tarka the Otter: His Joyful Water-Life and Death in the Country of the Two Rivers,Henry Williamson,1927,1,1927| (|1927|),Natural history; novel,England,73,2124,https://en.wikipedia.org/wiki/Tarka_the_Otter
Terror Keep,Edgar Wallace,1927,28,1927,Thriller,United Kingdom,225,2917,https://en.wikipedia.org/wiki/Terror_Keep
To the Lighthouse,Virginia Woolf,1927,125,5 May 1927,Modernism,United Kingdom,198,4284,https://en.wikipedia.org/wiki/To_the_Lighthouse
The Tragedy at Freyne,Anthony Gilbert,1927,28,1927,Mystery thriller,United Kingdom,5,668,https://en.wikipedia.org/wiki/The_Tragedy_at_Freyne
The Traitor's Gate,Edgar Wallace,1927,28,1927,Crime,United Kingdom,227,3090,https://en.wikipedia.org/wiki/The_Traitor%27s_Gate
Unnatural Death,Dorothy L. Sayers,2024,1,1927|[1],Mystery novel,United Kingdom,54,2834,https://en.wikipedia.org/wiki/Unnatural_Death_(novel)
Vestal Fire,Compton Mackenzie,1927,28,1927,Comedy,United Kingdom,83,1110,https://en.wikipedia.org/wiki/Vestal_Fire
Witch Wood,John Buchan,2024,1,1927|[1],Historical novel,,85,2968,https://en.wikipedia.org/wiki/Witch_Wood
Again the Three Just Men,Edgar Wallace,1928,28,1928,Thriller,United Kingdom,226,2931,https://en.wikipedia.org/wiki/Again_the_Three_Just_Men
Armed with Madness,Mary Butts,1928,28,1928,Modernist,United Kingdom,5,768,https://en.wikipedia.org/wiki/Armed_with_Madness
The Curse of Doone,Sydney Horler,1928,28,1928,Thriller,United Kingdom,4,668,https://en.wikipedia.org/wiki/The_Curse_of_Doone
Decline and Fall,Evelyn Waugh,1928,28,1928,Satire,United Kingdom,125,2806,https://en.wikipedia.org/wiki/Decline_and_Fall
Deluge,S. Fowler Wright,1928,28,1928,Disaster,United Kingdom,20,1343,https://en.wikipedia.org/wiki/Deluge_(novel)
Doctor Dolittle in the Moon,Hugh Lofting,1928,28,1928,Children's novel,United Kingdom,38,1401,https://en.wikipedia.org/wiki/Doctor_Dolittle_in_the_Moon
Enter Sir John,Clemence Dane; Helen Simpson,1928,28,1928,"Crime,; Theatre-fiction",,10,900,https://en.wikipedia.org/wiki/Enter_Sir_John
Extraordinary Women,Compton Mackenzie,1928,28,1928,Satire,,55,2284,https://en.wikipedia.org/wiki/Extraordinary_Women_(novel)
Extremes Meet,Compton Mackenzie,1928,28,1928,Comedy thriller,United Kingdom,48,1035,https://en.wikipedia.org/wiki/Extremes_Meet
The Female of the Species,H. C. McNeile; (as; Sapper; ),1928,28,1928,crime fiction,United Kingdom,42,1196,https://en.wikipedia.org/wiki/The_Female_of_the_Species_(novel)
General Crack,Marjorie Bowen,1928,28,1928,War,United Kingdom,5,648,https://en.wikipedia.org/wiki/General_Crack_(novel)
The Gunner,Edgar Wallace,1928,28,1928,Crime,United Kingdom,231,2981,https://en.wikipedia.org/wiki/The_Gunner
Joris of the Rock,Leslie Barringer,1928,28,1928,Historical; fantasy novel,United Kingdom,12,928,https://en.wikipedia.org/wiki/Joris_of_the_Rock
Kai Lung Unrolls His Mat,Ernest Bramah,1928,28,1928,Fantasy,United Kingdom,14,2047,https://en.wikipedia.org/wiki/Kai_Lung_Unrolls_His_Mat
The Key of Life,Francis Brett Young,1928,28,1928,Drama,,6,575,https://en.wikipedia.org/wiki/The_Key_of_Life
King's Mate,Rosita Forbes,1928,28,1928,Romance,United Kingdom,11,610,https://en.wikipedia.org/wiki/King%27s_Mate
Lady Chatterley's Lover,D. H. Lawrence,1928,1,"
|1928 (private)|
|1932 (authorised)|
|""Complete and unexpurgated"" edition:
|
|1959 (US)|
|1960 (UK)|
",Romance; Erotic,Italy (1st publication),584,11028,https://en.wikipedia.org/wiki/Lady_Chatterley%27s_Lover
Last Post,Ford Madox Ford,1928,28,1928,,,23,1472,https://en.wikipedia.org/wiki/Last_Post_(novel)
The Masqueraders,Georgette Heyer,1928,28,1928,"Georgian; ,; Romance",United Kingdom,64,1529,https://en.wikipedia.org/wiki/The_Masqueraders
Meet the Tiger,Leslie Charteris,1928,28,1928,Mystery novel,United Kingdom,118,2555,https://en.wikipedia.org/wiki/Meet_the_Tiger
Memoirs of a Fox-Hunting Man,Siegfried Sassoon,1928,28,1928,Autobiographical novel,United Kingdom,34,959,https://en.wikipedia.org/wiki/Memoirs_of_a_Fox-Hunting_Man
The Missing Partners,Henry Wade,1928,28,1928,Detective,United Kingdom,5,716,https://en.wikipedia.org/wiki/The_Missing_Partners
Money for Nothing,P. G. Wodehouse,1928,1,27 July 1928 (UK)|28 September 1928 (US),Comic novel,United Kingdom,203,3124,https://en.wikipedia.org/wiki/Money_for_Nothing_(novel)
The Murder of Mrs. Davenport,Anthony Gilbert,1928,28,1928,Mystery thriller,United Kingdom,6,661,https://en.wikipedia.org/wiki/The_Murder_of_Mrs._Davenport
The Murders in Praed Street,John Rhode,1928,28,1928,Detective,United Kingdom,8,805,https://en.wikipedia.org/wiki/The_Murders_in_Praed_Street
My Brother Jonathan,Francis Brett Young,1928,28,1928,Drama,,10,742,https://en.wikipedia.org/wiki/My_Brother_Jonathan_(novel)
The Mystery of the Blue Train,Agatha Christie,1928,89,29 March 1928,Mystery,United Kingdom,247,6827,https://en.wikipedia.org/wiki/The_Mystery_of_the_Blue_Train
Orlando: A Biography,Virginia Woolf,1928,285,11 October 1928,,United Kingdom,301,7553,https://en.wikipedia.org/wiki/Orlando:_A_Biography
Perishable Goods,Dornford Yates,2024,1,1928|[1],Novel,,39,1445,https://en.wikipedia.org/wiki/Perishable_Goods
The Prisoner in the Opal,A. E. W. Mason,2024,1,1928|[1],Detective fiction,,37,2268,https://en.wikipedia.org/wiki/The_Prisoner_in_the_Opal
The Sea Mystery,Freeman Wills Crofts,1928,28,1928,Mystery,United Kingdom,8,797,https://en.wikipedia.org/wiki/The_Sea_Mystery
The Silver Flame,James Hilton,1928,28,1928,Drama,United Kingdom,26,1116,https://en.wikipedia.org/wiki/The_Silver_Flame
The Slip-Carriage Mystery,Lynn Brock,1928,28,1928,Mystery thriller,United Kingdom,8,675,https://en.wikipedia.org/wiki/The_Slip-Carriage_Mystery
So Disdained,Nevil Shute,1928,28,1928,Thriller novel,United Kingdom,44,2665,https://en.wikipedia.org/wiki/So_Disdained
The Unpleasantness at the Bellona Club,Dorothy L. Sayers,2024,1,1928|[1],Mystery novel,United Kingdom,72,2201,https://en.wikipedia.org/wiki/The_Unpleasantness_at_the_Bellona_Club
The Well of Loneliness,Radclyffe Hall,1928,28,1928,Novel,United Kingdom,483,17201,https://en.wikipedia.org/wiki/The_Well_of_Loneliness
Wintersmoon,Hugh Walpole,1928,28,1928,Drama / Romance,United Kingdom,7,545,https://en.wikipedia.org/wiki/Wintersmoon
"20,000 Streets Under the Sky",Patrick Hamilton,1934,28,1929–1934,,United Kingdom,15,1501,"https://en.wikipedia.org/wiki/20,000_Streets_Under_the_Sky"
Beauvallet,Georgette Heyer,1929,1,"1929, 1930",Romance,United Kingdom,47,1410,https://en.wikipedia.org/wiki/Beauvallet
Black Roses,Francis Brett Young,1929,1,1 January 1929,Drama,,7,575,https://en.wikipedia.org/wiki/Black_Roses_(novel)
Blood Royal,Dornford Yates,2024,1,1929|[1],Novel,,42,1540,https://en.wikipedia.org/wiki/Blood_Royal
The Box Office Murders,Freeman Wills Crofts,1929,28,1929,Mystery,United Kingdom,7,644,https://en.wikipedia.org/wiki/The_Box_Office_Murders
The Courts of the Morning,John Buchan,2024,1,1929|[1],"Thriller; ,; Novel",Scotland,73,2404,https://en.wikipedia.org/wiki/The_Courts_of_the_Morning
The Crime at Black Dudley,Margery Allingham,1929,28,1929,Crime novel,United Kingdom,37,2723,https://en.wikipedia.org/wiki/The_Crime_at_Black_Dudley
The Dagwort Coombe Murder,Lynn Brock,1929,28,1929,Detective,United Kingdom,4,633,https://en.wikipedia.org/wiki/The_Dagwort_Coombe_Murder
Daredevil,Leslie Charteris,1929,28,1929,Mystery novel,United Kingdom,100,1926,https://en.wikipedia.org/wiki/Daredevil_(novel)
The Davidson Case,John Rhode,1929,28,1929,Detective,United Kingdom,7,610,https://en.wikipedia.org/wiki/The_Davidson_Case
Death at Four Corners,Anthony Gilbert,1929,28,1929,Mystery thriller,United Kingdom,6,683,https://en.wikipedia.org/wiki/Death_at_Four_Corners
Dickon,Marjorie Bowen,1929,28,1929,Novel,United Kingdom,15,1713,https://en.wikipedia.org/wiki/Dickon_(novel)
The Duke of York's Steps,Henry Wade,1929,28,1929,Detective,United Kingdom,5,693,https://en.wikipedia.org/wiki/The_Duke_of_York%27s_Steps
The Escaped Cock,D. H. Lawrence,1929,28,1929,Historical fiction,,59,2213,https://en.wikipedia.org/wiki/The_Escaped_Cock
Summer Lightning,P. G. Wodehouse,1929,1,1 July 1929 (US)|19 July 1929 (UK),Comic novel,United Kingdom,230,4763,https://en.wikipedia.org/wiki/Summer_Lightning
Four Square Jane,Edgar Wallace,1929,28,1929,Thriller,United Kingdom,228,3225,https://en.wikipedia.org/wiki/Four_Square_Jane
The Good Companions,J. B. Priestley,1929,28,1929,,United Kingdom,98,3824,https://en.wikipedia.org/wiki/The_Good_Companions
The Green Ribbon,Edgar Wallace,1929,28,1929,Crime,United Kingdom,227,2933,https://en.wikipedia.org/wiki/The_Green_Ribbon_(novel)
A High Wind in Jamaica,Richard Hughes,1929,28,1929,,United Kingdom,30,2654,https://en.wikipedia.org/wiki/A_High_Wind_in_Jamaica_(novel)
The House on Tollard Ridge,John Rhode,1929,28,1929,Detective,United Kingdom,7,754,https://en.wikipedia.org/wiki/The_House_on_Tollard_Ridge
The India-Rubber Men,Edgar Wallace,1929,28,1929,Crime,United Kingdom,229,3059,https://en.wikipedia.org/wiki/The_India-Rubber_Men
Jack O'Lantern,George Goodchild,1929,28,1929,Thriller,United Kingdom,6,717,https://en.wikipedia.org/wiki/Jack_O%27Lantern_(novel)
The Last September,Elizabeth Bowen,1929,28,1929,novel,Irish Free State,51,5890,https://en.wikipedia.org/wiki/The_Last_September
The Little Friend,Bruce Marshall,1929,28,1929,,Scotland,37,1477,https://en.wikipedia.org/wiki/The_Little_Friend_(Marshall_novel)
Living,Henry Green,1929,28,1929,,United Kingdom,16,1000,https://en.wikipedia.org/wiki/Living_(novel)
The Man in the Queue,Josephine Tey,1929,28,1929,Detective,United Kingdom,5,802,https://en.wikipedia.org/wiki/The_Man_in_the_Queue
The Man Within,Graham Greene,1929,28,1929,Historical novel,United Kingdom,92,2244,https://en.wikipedia.org/wiki/The_Man_Within
The Mendip Mystery,Lynn Brock,1929,28,1929,Detective,United Kingdom,8,652,https://en.wikipedia.org/wiki/The_Mendip_Mystery
The Mystery of a Butcher's Shop,Gladys Mitchell,1929,28,1929,Mystery,United Kingdom,7,688,https://en.wikipedia.org/wiki/The_Mystery_of_a_Butcher%27s_Shop
The Mystery of the Open Window,Anthony Gilbert,1929,28,1929,Mystery thriller,United Kingdom,6,733,https://en.wikipedia.org/wiki/The_Mystery_of_the_Open_Window
Paying Guests,E.F. Benson,1929,28,1929,Comedy,United Kingdom,9,698,https://en.wikipedia.org/wiki/Paying_Guests_(novel)
The Piccadilly Murder,Anthony Berkeley,1929,28,1929,Detective,United Kingdom,6,725,https://en.wikipedia.org/wiki/The_Piccadilly_Murder
Poet's Pub,Eric Linklater,1929,28,1929,Comedy,United Kingdom,7,589,https://en.wikipedia.org/wiki/Poet%27s_Pub_(novel)
The Poisoned Chocolates Case,Anthony Berkeley,1929,28,1929,Detective fiction,United Kingdom,18,1153,https://en.wikipedia.org/wiki/The_Poisoned_Chocolates_Case
The Seven Dials Mystery,Agatha Christie,1929,24,24 January 1929,Crime novel,United Kingdom,211,4852,https://en.wikipedia.org/wiki/The_Seven_Dials_Mystery
Speedy Death,Gladys Mitchell,1929,28,1929,Mystery,United Kingdom,8,610,https://en.wikipedia.org/wiki/Speedy_Death
Summer Fruit,Dornford Yates,2024,1,1929|[1],Novel (omnibus volume),,39,1214,https://en.wikipedia.org/wiki/Summer_Fruit_(novel)
Temple Tower,H. C. McNeile; (as; Sapper; ),1929,28,1929,crime fiction,United Kingdom,41,1078,https://en.wikipedia.org/wiki/Temple_Tower_(novel)
The Three Couriers,Compton Mackenzie,1929,28,1929,Comedy thriller,United Kingdom,46,1054,https://en.wikipedia.org/wiki/The_Three_Couriers
Wolf Solent,John Cowper Powys,1929,28,1929,Bildungsroman,England,28,4794,https://en.wikipedia.org/wiki/Wolf_Solent
The World Below,S. Fowler Wright,1929,1,1929 (UK)|1930 (US),Science fiction,United Kingdom,13,1006,https://en.wikipedia.org/wiki/The_World_Below
Angel Pavement,J. B. Priestley,1930,240,August 1930,,United Kingdom,71,3846,https://en.wikipedia.org/wiki/Angel_Pavement
The Apes of God,Wyndham Lewis,1930,154,3 June 1930,,United Kingdom,33,1682,https://en.wikipedia.org/wiki/The_Apes_of_God
April Fools,Compton Mackenzie,1930,28,1930,Comedy,United Kingdom,48,988,https://en.wikipedia.org/wiki/April_Fools_(novel)
The Black Book,Lawrence Durrell,1938,28,1938,,France,30,1700,https://en.wikipedia.org/wiki/The_Black_Book_(Durrell_novel)
The Bracelet,Robert Hichens,1930,28,1930,Drama,United Kingdom,6,477,https://en.wikipedia.org/wiki/The_Bracelet_(novel)
"Cakes and Ale, or, The Skeleton in the Cupboard",W. Somerset Maugham,1930,28,1930,Novel,United Kingdom,93,3084,https://en.wikipedia.org/wiki/Cakes_and_Ale
Castle Gay,John Buchan,2024,1,1930|[1],Thriller,,73,2280,https://en.wikipedia.org/wiki/Castle_Gay
Cécile,F. L. Lucas,1930,121,1 May 1930,Historical novel,,15,3140,https://en.wikipedia.org/wiki/C%C3%A9cile_(novel)
The Clue of the Silver Key,Edgar Wallace,1930,28,1930,Crime,United Kingdom,227,3093,https://en.wikipedia.org/wiki/The_Clue_of_the_Silver_Key
The Dean's Elbow,A. E. W. Mason,2024,1,1930|[1],,England,31,2474,https://en.wikipedia.org/wiki/The_Dean%27s_Elbow
The Documents in the Case,Dorothy L. Sayers; and; Robert Eustace,1930,28,1930,Mystery; Epistolary novel,United Kingdom,22,1565,https://en.wikipedia.org/wiki/The_Documents_in_the_Case
Exile,Warwick Deeping,1930,28,1930,,,7,370,https://en.wikipedia.org/wiki/Exile_(Deeping_novel)
Fire Below,Dornford Yates,2024,1,1930|[1],Novel,,41,1485,https://en.wikipedia.org/wiki/Fire_Below
The Fool of the Family,Margaret Kennedy,1930,28,1930,Drama,United Kingdom,12,721,https://en.wikipedia.org/wiki/The_Fool_of_the_Family
Giant's Bread,Mary Westmacott (pseudonym of; Agatha Christie; ),1930,118,April 1930,Tragedy,United Kingdom,172,4575,https://en.wikipedia.org/wiki/Giant%27s_Bread
High Wages,Dorothy Whipple,1930,28,1930,Drama,United Kingdom,5,572,https://en.wikipedia.org/wiki/High_Wages
The Inheritor,E.F. Benson,1930,28,1930,Mystery,United Kingdom,9,643,https://en.wikipedia.org/wiki/The_Inheritor_(novel)
Jim Redlake,Francis Brett Young,1930,28,1930,Drama,,7,548,https://en.wikipedia.org/wiki/Jim_Redlake
The King's Minion,Rafael Sabatini,1930,28,1930,Historical,United Kingdom,8,542,https://en.wikipedia.org/wiki/The_King%27s_Minion
Knight TemplaralsoThe Avenging Saint,Leslie Charteris,1930,28,1930,Mystery fiction,United Kingdom,103,2118,https://en.wikipedia.org/wiki/Knight_Templar_(The_Saint)
Last and First Men,Olaf Stapledon,1930,28,1930 (|Methuen|),science fiction; future history; Speculative evolution,United Kingdom,123,4584,https://en.wikipedia.org/wiki/Last_and_First_Men
